alpha,t2,w2,s2,b2,p2
0.001,0,0,0,0,0
0.002,0,0,0,0,0
0.003,0,0,5.98802395209581e-06,0,0
0.004,0,0,5.98802395209581e-06,0,0
0.005,0,0,5.98802395209581e-06,0,0
0.006,0,0,5.98802395209581e-06,0,0
0.007,0,0,5.98802395209581e-06,0,0
0.008,0,0,5.98802395209581e-06,0,0
0.009,0,0,5.98802395209581e-06,0,0
0.01,0,0,5.98802395209581e-06,0,0
0.02,0,0,2.39520958083832e-05,0,0
0.03,0,5.98802395209581e-06,5.38922155688623e-05,0,0
0.04,0,5.98802395209581e-06,8.98203592814371e-05,2.39520958083832e-05,1.19760479041916e-05
0.05,5.98802395209581e-06,2.39520958083832e-05,0.000119760479041916,3.59281437125749e-05,1.79640718562874e-05
0.06,2.39520958083832e-05,5.38922155688623e-05,0.000143712574850299,4.19161676646707e-05,2.39520958083832e-05
0.07,3.59281437125749e-05,5.38922155688623e-05,0.000227544910179641,4.79041916167665e-05,4.19161676646707e-05
0.08,4.19161676646707e-05,6.58682634730539e-05,0.000251497005988024,5.38922155688623e-05,4.19161676646707e-05
0.09,4.19161676646707e-05,7.18562874251497e-05,0.000251497005988024,5.38922155688623e-05,5.38922155688623e-05
0.1,5.38922155688623e-05,8.38323353293413e-05,0.000353293413173653,7.78443113772455e-05,5.38922155688623e-05
