alpha,t2,w2,s2,b2,p2
0.001,0,0,5.98802395209581e-06,0,0
0.002,0,0,5.98802395209581e-06,0,0
0.003,0,0,5.98802395209581e-06,0,0
0.004,0,0,1.19760479041916e-05,0,0
0.005,0,0,1.79640718562874e-05,0,0
0.006,0,0,2.39520958083832e-05,0,0
0.007,0,0,3.59281437125749e-05,0,0
0.008,0,0,5.38922155688623e-05,0,0
0.009,0,5.98802395209581e-06,5.38922155688623e-05,0,0
0.01,0,1.19760479041916e-05,5.98802395209581e-05,0,0
0.02,0,2.39520958083832e-05,0.000125748502994012,0,0
0.03,5.98802395209581e-06,4.19161676646707e-05,0.000203592814371258,1.19760479041916e-05,5.98802395209581e-06
0.04,1.19760479041916e-05,7.18562874251497e-05,0.00025748502994012,1.79640718562874e-05,1.19760479041916e-05
0.05,1.79640718562874e-05,0.00011377245508982,0.000311377245508982,2.9940119760479e-05,2.39520958083832e-05
0.06,2.9940119760479e-05,0.000161676646706587,0.000449101796407186,4.19161676646707e-05,2.9940119760479e-05
0.07,4.19161676646707e-05,0.000209580838323353,0.000479041916167665,4.79041916167665e-05,4.19161676646707e-05
0.08,4.79041916167665e-05,0.000239520958083832,0.000604790419161677,5.38922155688623e-05,4.79041916167665e-05
0.09,5.38922155688623e-05,0.000275449101796407,0.000658682634730539,8.98203592814371e-05,5.38922155688623e-05
0.1,8.98203592814371e-05,0.000323353293413174,0.000694610778443114,0.000101796407185629,8.98203592814371e-05
